strategy,tp,fp,tn,fn,support,positive_support,negative_support,precision,recall,specificity,npv,fpr,fnr,accuracy,balanced_accuracy,f1,f2,mcc,roc_auc,pr_auc,cwe_attribution_acc
bks_tau_0_1,1436.6,701.6,0.0,0.2,2138.4,1436.8,701.6,0.6718420464554999,0.9998610145934677,0.0,0.0,1.0,0.0001389854065323141,0.6717796259732474,0.49993050729673383,0.8036561417661275,0.9108997408920423,-0.015141586191585092,0.6194299232563839,0.7578922532347429,0.52747642489034
bks_tau_0_2,580.6,136.6,565.0,856.2,2138.4,1436.8,701.6,0.8095035665357673,0.40424793630199546,0.8053889952202182,0.3977811553645956,0.19461100477978185,0.5957520636980045,0.5357815448124453,0.6048184657611068,0.5389728651596577,0.44913447793237565,0.20844959278038955,0.6194299232563839,0.7578922532347429,0.5833522431470157
bks_tau_0_3,361.4,62.4,639.2,1075.4,2138.4,1436.8,701.6,0.8530383525430943,0.2516615321107982,0.9111520991531522,0.3729083179838648,0.08884790084684778,0.7483384678892018,0.46796977198771444,0.5814068156319753,0.38850572932159727,0.2929261716431602,0.19178806458870507,0.6194299232563839,0.7578922532347429,0.6472089653261686
bks_tau_0_4,279.6,38.4,663.2,1157.2,2138.4,1436.8,701.6,0.8793877286839219,0.1945371452537597,0.9453001342942935,0.3643320538694565,0.05469986570570645,0.8054628547462404,0.4408932514453223,0.5699186397740267,0.3185023087582811,0.23040518776663826,0.18456998539504568,0.6194299232563839,0.7578922532347429,0.670915622551451
bks_tau_0_5,131.4,16.2,685.4,1305.4,2138.4,1436.8,701.6,0.8900375527084504,0.09144995997577338,0.97693909758293,0.34432265410244123,0.02306090241706995,0.9085500400242266,0.3819853904098903,0.5341945287793517,0.16579439963568665,0.11143726155646619,0.12654108310299322,0.6194299232563839,0.7578922532347429,0.7554372118149084
bks_tau_0_6,97.4,10.8,690.8,1339.4,2138.4,1436.8,701.6,0.8974730886284149,0.06774617959901774,0.9846091921315893,0.3402982078976263,0.015390807868410714,0.9322538204009823,0.3686038460114054,0.5261776858653036,0.12583340969888362,0.0830869775452388,0.11133802614826718,0.6194299232563839,0.7578922532347429,0.7627676078839934
bks_tau_0_7,52.8,6.0,695.6,1384.0,2138.4,1436.8,701.6,0.9169872625338312,0.03651583359867414,0.9914136275771464,0.33448153099153544,0.00858637242285361,0.9634841664013258,0.34994461393687437,0.5139647305879103,0.06949336283412384,0.04507059516245474,0.07554119722839585,0.6194299232563839,0.7578922532347429,0.8403219385978007
bks_tau_0_8,3.4,0.6,701.0,1433.4,2138.4,1436.8,701.6,0.8726190476190476,0.0023603843478522944,0.9991419733644143,0.3284595870643072,0.000858026635585641,0.9976396156521478,0.32943458379750884,0.5007511788561334,0.005878023171709627,0.0036845052699252326,0.018831271460012795,0.6194299232563839,0.7578922532347429,1.0
bks_tau_0_9,0.0,0.0,701.6,1436.8,2138.4,1436.8,701.6,,0.0,1.0,0.32812722078967765,0.0,1.0,0.32812722078967765,0.5,,,,0.6194299232563839,0.7578922532347429,
logistic_regression_tau_0_1,1436.8,701.6,0.0,0.0,2138.4,1436.8,701.6,0.6718727792103223,1.0,0.0,,1.0,0.0,0.6718727792103223,0.5,0.8037229442468735,0.911003248516266,,0.6232706946027838,0.7548620737626341,0.9009669053091433
logistic_regression_tau_0_2,1436.8,701.6,0.0,0.0,2138.4,1436.8,701.6,0.6718727792103223,1.0,0.0,,1.0,0.0,0.6718727792103223,0.5,0.8037229442468735,0.911003248516266,,0.6232706946027838,0.7548620737626341,0.9009669053091433
logistic_regression_tau_0_3,1436.8,701.6,0.0,0.0,2138.4,1436.8,701.6,0.6718727792103223,1.0,0.0,,1.0,0.0,0.6718727792103223,0.5,0.8037229442468735,0.911003248516266,,0.6232706946027838,0.7548620737626341,0.8945733686686482
logistic_regression_tau_0_4,1436.8,701.6,0.0,0.0,2138.4,1436.8,701.6,0.6718727792103223,1.0,0.0,,1.0,0.0,0.6718727792103223,0.5,0.8037229442468735,0.911003248516266,,0.6232706946027838,0.7548620737626341,0.7726793360827412
logistic_regression_tau_0_5,1435.4,699.8,1.8,1.4,2138.4,1436.8,701.6,0.6722268688383342,0.9990331340960605,0.0025744921775564017,0.5833333333333334,0.9974255078224437,0.0009668659039395449,0.6720599563971772,0.5008038131368084,0.8036614268244866,0.9104890936079926,0.022610990785812107,0.6232706946027838,0.7548620737626341,0.3117304199578596
logistic_regression_tau_0_6,647.8,162.4,539.2,789.0,2138.4,1436.8,701.6,0.7995811054652255,0.45086832821993683,0.76849663581215,0.4059945931301117,0.23150336418785003,0.5491316717800631,0.5551163542787945,0.6096824820160434,0.5765665758871995,0.4939386117670793,0.21235368802311455,0.6232706946027838,0.7548620737626341,0.5698541007042499
logistic_regression_tau_0_7,508.6,117.4,584.2,928.2,2138.4,1436.8,701.6,0.8126716969385568,0.3539839401269709,0.8327123544632753,0.38628716894583065,0.16728764553672462,0.6460160598730291,0.5110552272049316,0.5933481472951232,0.49310589878414374,0.3990101483148413,0.19272473684884933,0.6232706946027838,0.7548620737626341,0.5741471897126906
logistic_regression_tau_0_8,421.2,87.0,614.6,1015.6,2138.4,1436.8,701.6,0.8290371292020755,0.29326535611813587,0.876082082809346,0.37710417279684216,0.12391791719065404,0.706734643881864,0.4844280502612503,0.5846737194637409,0.4331580466934243,0.33676419434570815,0.1868370135542627,0.6232706946027838,0.7548620737626341,0.5674356410910678
logistic_regression_tau_0_9,194.4,36.2,665.4,1242.4,2138.4,1436.8,701.6,0.8441773074219998,0.13531563431629146,0.9484317244999596,0.34880419891532205,0.05156827550004032,0.8646843656837084,0.4021022777216798,0.5418736794081256,0.23318995215909197,0.16261588288834922,0.1271067443107591,0.6232706946027838,0.7548620737626341,0.44387811750109885
logistic_interactions_tau_0_1,1436.8,701.6,0.0,0.0,2138.4,1436.8,701.6,0.6718727792103223,1.0,0.0,,1.0,0.0,0.6718727792103223,0.5,0.8037229442468735,0.911003248516266,,0.6238148916621874,0.7542724015218704,0.9009669053091433
logistic_interactions_tau_0_2,1436.8,701.6,0.0,0.0,2138.4,1436.8,701.6,0.6718727792103223,1.0,0.0,,1.0,0.0,0.6718727792103223,0.5,0.8037229442468735,0.911003248516266,,0.6238148916621874,0.7542724015218704,0.9009669053091433
logistic_interactions_tau_0_3,1436.8,701.6,0.0,0.0,2138.4,1436.8,701.6,0.6718727792103223,1.0,0.0,,1.0,0.0,0.6718727792103223,0.5,0.8037229442468735,0.911003248516266,,0.6238148916621874,0.7542724015218704,0.8947117817458718
logistic_interactions_tau_0_4,1436.8,701.6,0.0,0.0,2138.4,1436.8,701.6,0.6718727792103223,1.0,0.0,,1.0,0.0,0.6718727792103223,0.5,0.8037229442468735,0.911003248516266,,0.6238148916621874,0.7542724015218704,0.776593874275133
